timestamp,PIR,FOTORES,OCCUPIED?
2020-11-05 10:46:28.877699,0,1,0
2020-11-05 10:46:29.879024,0,1,0
2020-11-05 10:46:30.880401,0,1,0
2020-11-05 10:46:31.881741,0,1,0
2020-11-05 10:46:32.883071,0,1,0
2020-11-05 10:46:33.884409,0,1,0
2020-11-05 10:46:34.885773,0,1,0
2020-11-05 10:46:35.887097,0,1,0
2020-11-05 10:46:36.888459,0,1,0
2020-11-05 10:46:37.889797,0,1,0
2020-11-05 10:46:38.891131,0,1,0
2020-11-05 10:46:39.892457,0,1,0
2020-11-05 10:46:40.893786,0,1,0
2020-11-05 10:46:41.895125,0,1,0
2020-11-05 10:46:42.896466,0,1,0
2020-11-05 10:46:43.897795,0,1,0
2020-11-05 10:46:44.899116,0,1,0
2020-11-05 10:46:45.900440,0,1,0
2020-11-05 10:46:46.901777,0,1,0
2020-11-05 10:46:47.903097,0,1,0
2020-11-05 10:46:48.904437,0,1,0
2020-11-05 10:46:49.906137,0,1,0
2020-11-05 10:46:50.907477,0,1,0
2020-11-05 10:46:51.908796,0,1,0
2020-11-05 10:46:52.910111,0,1,0
2020-11-05 10:46:53.911528,0,1,0
2020-11-05 10:46:54.912845,0,1,0
2020-11-05 10:46:55.914159,0,1,0
2020-11-05 10:46:56.915487,0,1,0
2020-11-05 10:46:57.916799,0,1,0
2020-11-05 10:46:58.918095,0,1,0
2020-11-05 10:46:59.919417,0,1,0
2020-11-05 10:47:00.920744,0,1,0
2020-11-05 10:47:01.922074,0,1,0
2020-11-05 10:47:02.923400,0,1,0
2020-11-05 10:47:03.924729,0,1,0
2020-11-05 10:47:04.926041,0,1,0
2020-11-05 10:47:05.927358,0,1,0
2020-11-05 10:47:06.928693,0,1,0
2020-11-05 10:47:07.930015,0,1,0
2020-11-05 10:47:08.931442,0,1,0
2020-11-05 10:47:09.932777,0,1,0
2020-11-05 10:47:10.934105,0,1,0
2020-11-05 10:47:11.935434,0,1,0
2020-11-05 10:47:12.936745,0,1,0
2020-11-05 10:47:13.938058,0,1,0
2020-11-05 10:47:14.939363,0,1,0
2020-11-05 10:47:15.940656,0,1,0
2020-11-05 10:47:16.941966,0,1,0
2020-11-05 10:47:17.943290,0,1,0
2020-11-05 10:47:18.944611,0,1,0
2020-11-05 10:47:19.945933,0,1,0
2020-11-05 10:47:20.947248,0,1,0
2020-11-05 10:47:21.948554,0,1,0
2020-11-05 10:47:22.949856,0,1,0
2020-11-05 10:47:23.951242,0,1,0
2020-11-05 10:47:24.952564,0,1,0
2020-11-05 10:47:25.953994,0,1,0
2020-11-05 10:47:26.955315,0,1,0
2020-11-05 10:47:27.956616,0,1,0
2020-11-05 10:47:28.957926,0,1,0
2020-11-05 10:47:29.959251,0,1,0
